source_file,source_format,election_id,election_year,election_type,round_number,department_code,department_name,canton_code,canton_name,circonscription_code,circonscription_name,commune_code,commune_name,polling_station_code,polling_station_ref,inscrits,abstentions,votants,blancs,nuls,exprimes,abstentions_pct_inscrits,votants_pct_inscrits,blancs_pct_inscrits,blancs_pct_votants,nuls_pct_inscrits,nuls_pct_votants,exprimes_pct_inscrits,exprimes_pct_votants
data/elections/presidentielles/presidentielles_2022_2eme_tour.csv,ministere_bv_csv,2022_pres_t2,2022,presidentielles,2,66,Pyrénées-Orientales,,,01,1ère circonscription,66028,Cabestany,0007,66028_0007,947,213,734,61,7,666,22.49,77.51,6.44,8.31,0.74,0.95,70.33,90.74
data/elections/presidentielles/presidentielles_2022_2eme_tour.csv,ministere_bv_csv,2022_pres_t2,2022,presidentielles,2,66,Pyrénées-Orientales,,,01,1ère circonscription,66028,Cabestany,0008,66028_0008,945,224,721,47,14,660,23.7,76.3,4.97,6.52,1.48,1.94,69.84,91.54
data/elections/presidentielles/presidentielles_2022_2eme_tour.csv,ministere_bv_csv,2022_pres_t2,2022,presidentielles,2,66,Pyrénées-Orientales,,,01,1ère circonscription,66028,Cabestany,0009,66028_0009,1016,243,773,50,23,700,23.92,76.08,4.92,6.47,2.26,2.98,68.9,90.56
data/elections/regionales/regionales_2010_1er_tour.csv,ministere_bv_csv,2010_regi_t1,2010,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0001,66028_0001,1029,488,541,,22,519,47.42,52.58,,,2.14,4.07,50.44,95.93
data/elections/regionales/regionales_2010_1er_tour.csv,ministere_bv_csv,2010_regi_t1,2010,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0002,66028_0002,929,453,476,,15,461,48.76,51.24,,,1.61,3.15,49.62,96.85
data/elections/regionales/regionales_2010_1er_tour.csv,ministere_bv_csv,2010_regi_t1,2010,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0003,66028_0003,841,452,389,,12,377,53.75,46.25,,,1.43,3.08,44.83,96.92
data/elections/regionales/regionales_2010_1er_tour.csv,ministere_bv_csv,2010_regi_t1,2010,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0004,66028_0004,973,462,511,,17,494,47.48,52.52,,,1.75,3.33,50.77,96.67
data/elections/regionales/regionales_2010_1er_tour.csv,ministere_bv_csv,2010_regi_t1,2010,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0005,66028_0005,1071,575,496,,14,482,53.69,46.31,,,1.31,2.82,45,97.18
data/elections/regionales/regionales_2010_1er_tour.csv,ministere_bv_csv,2010_regi_t1,2010,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0006,66028_0006,1031,552,479,,13,466,53.54,46.46,,,1.26,2.71,45.2,97.29
data/elections/regionales/regionales_2010_1er_tour.csv,ministere_bv_csv,2010_regi_t1,2010,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0007,66028_0007,1135,629,506,,17,489,55.42,44.58,,,1.5,3.36,43.08,96.64
data/elections/regionales/regionales_2010_2eme_tour.csv,ministere_bv_csv,2010_regi_t2,2010,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0001,66028_0001,1029,462,567,,57,510,44.9,55.1,,,5.54,10.05,49.56,89.95
data/elections/regionales/regionales_2010_2eme_tour.csv,ministere_bv_csv,2010_regi_t2,2010,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0002,66028_0002,929,421,508,,33,475,45.32,54.68,,,3.55,6.5,51.13,93.5
data/elections/regionales/regionales_2010_2eme_tour.csv,ministere_bv_csv,2010_regi_t2,2010,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0003,66028_0003,841,423,418,,33,385,50.3,49.7,,,3.92,7.89,45.78,92.11
data/elections/regionales/regionales_2010_2eme_tour.csv,ministere_bv_csv,2010_regi_t2,2010,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0004,66028_0004,973,429,544,,38,506,44.09,55.91,,,3.91,6.99,52,93.01
data/elections/regionales/regionales_2010_2eme_tour.csv,ministere_bv_csv,2010_regi_t2,2010,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0005,66028_0005,1071,512,559,,60,499,47.81,52.19,,,5.6,10.73,46.59,89.27
data/elections/regionales/regionales_2010_2eme_tour.csv,ministere_bv_csv,2010_regi_t2,2010,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0006,66028_0006,1031,516,515,,39,476,50.05,49.95,,,3.78,7.57,46.17,92.43
data/elections/regionales/regionales_2010_2eme_tour.csv,ministere_bv_csv,2010_regi_t2,2010,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0007,66028_0007,1135,595,540,,42,498,52.42,47.58,,,3.7,7.78,43.88,92.22
data/elections/regionales/regionales_2015_1er_tour.csv,ministere_bv_csv,2015_regi_t1,2015,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0001,66028_0001,1335,616,719,,20,699,46.14,53.86,,,1.5,2.78,52.36,97.22
data/elections/regionales/regionales_2015_1er_tour.csv,ministere_bv_csv,2015_regi_t1,2015,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0002,66028_0002,1020,460,560,,24,536,45.1,54.9,,,2.35,4.29,52.55,95.71
data/elections/regionales/regionales_2015_1er_tour.csv,ministere_bv_csv,2015_regi_t1,2015,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0003,66028_0003,812,368,444,,25,419,45.32,54.68,,,3.08,5.63,51.6,94.37
data/elections/regionales/regionales_2015_1er_tour.csv,ministere_bv_csv,2015_regi_t1,2015,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0004,66028_0004,1096,465,631,,27,604,42.43,57.57,,,2.46,4.28,55.11,95.72
data/elections/regionales/regionales_2015_1er_tour.csv,ministere_bv_csv,2015_regi_t1,2015,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0005,66028_0005,1200,547,653,,35,618,45.58,54.42,,,2.92,5.36,51.5,94.64
data/elections/regionales/regionales_2015_1er_tour.csv,ministere_bv_csv,2015_regi_t1,2015,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0006,66028_0006,1027,459,568,,22,546,44.69,55.31,,,2.14,3.87,53.16,96.13
data/elections/regionales/regionales_2015_1er_tour.csv,ministere_bv_csv,2015_regi_t1,2015,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0007,66028_0007,1264,624,640,,24,616,49.37,50.63,,,1.9,3.75,48.73,96.25
data/elections/regionales/regionales_2015_2eme_tour.csv,ministere_bv_csv,2015_regi_t2,2015,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0001,66028_0001,1335,464,871,,44,827,34.76,65.24,,,3.3,5.05,61.95,94.95
data/elections/regionales/regionales_2015_2eme_tour.csv,ministere_bv_csv,2015_regi_t2,2015,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0002,66028_0002,1022,366,656,,16,640,35.81,64.19,,,1.57,2.44,62.62,97.56
data/elections/regionales/regionales_2015_2eme_tour.csv,ministere_bv_csv,2015_regi_t2,2015,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0003,66028_0003,812,297,515,,38,477,36.58,63.42,,,4.68,7.38,58.74,92.62
data/elections/regionales/regionales_2015_2eme_tour.csv,ministere_bv_csv,2015_regi_t2,2015,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0004,66028_0004,1096,377,719,,31,688,34.4,65.6,,,2.83,4.31,62.77,95.69
data/elections/regionales/regionales_2015_2eme_tour.csv,ministere_bv_csv,2015_regi_t2,2015,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0005,66028_0005,1200,456,744,,51,693,38,62,,,4.25,6.85,57.75,93.15
data/elections/regionales/regionales_2015_2eme_tour.csv,ministere_bv_csv,2015_regi_t2,2015,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0006,66028_0006,1027,357,670,,32,638,34.76,65.24,,,3.12,4.78,62.12,95.22
data/elections/regionales/regionales_2015_2eme_tour.csv,ministere_bv_csv,2015_regi_t2,2015,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0007,66028_0007,1264,477,787,,30,757,37.74,62.26,,,2.37,3.81,59.89,96.19
data/elections/regionales/regionales_2021_1er_tour.csv,ministere_bv_csv,2021_regi_t1,2021,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0001,66028_0001,892,616,276,8,4,264,69.06,30.94,0.9,2.9,0.45,1.45,29.6,95.65
data/elections/regionales/regionales_2021_1er_tour.csv,ministere_bv_csv,2021_regi_t1,2021,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0002,66028_0002,907,612,295,6,8,281,67.48,32.52,0.66,2.03,0.88,2.71,30.98,95.25
data/elections/regionales/regionales_2021_1er_tour.csv,ministere_bv_csv,2021_regi_t1,2021,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0003,66028_0003,880,629,251,6,4,241,71.48,28.52,0.68,2.39,0.45,1.59,27.39,96.02
data/elections/regionales/regionales_2021_1er_tour.csv,ministere_bv_csv,2021_regi_t1,2021,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0004,66028_0004,806,550,256,8,3,245,68.24,31.76,0.99,3.12,0.37,1.17,30.4,95.7
data/elections/regionales/regionales_2021_1er_tour.csv,ministere_bv_csv,2021_regi_t1,2021,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0005,66028_0005,823,554,269,7,4,258,67.31,32.69,0.85,2.6,0.49,1.49,31.35,95.91
data/elections/regionales/regionales_2021_1er_tour.csv,ministere_bv_csv,2021_regi_t1,2021,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0006,66028_0006,907,588,319,7,5,307,64.83,35.17,0.77,2.19,0.55,1.57,33.85,96.24
data/elections/regionales/regionales_2021_1er_tour.csv,ministere_bv_csv,2021_regi_t1,2021,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0007,66028_0007,932,597,335,6,3,326,64.06,35.94,0.64,1.79,0.32,0.9,34.98,97.31
data/elections/regionales/regionales_2021_1er_tour.csv,ministere_bv_csv,2021_regi_t1,2021,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0008,66028_0008,942,627,315,6,4,305,66.56,33.44,0.64,1.9,0.42,1.27,32.38,96.83
data/elections/regionales/regionales_2021_1er_tour.csv,ministere_bv_csv,2021_regi_t1,2021,regionales,1,66,Pyrénées-Orientales,,,,,66028,Cabestany,0009,66028_0009,983,629,354,11,0,343,63.99,36.01,1.12,3.11,0,0,34.89,96.89
data/elections/regionales/regionales_2021_2eme_tour.csv,ministere_bv_csv,2021_regi_t2,2021,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0001,66028_0001,892,586,306,6,8,292,65.7,34.3,0.67,1.96,0.9,2.61,32.74,95.42
data/elections/regionales/regionales_2021_2eme_tour.csv,ministere_bv_csv,2021_regi_t2,2021,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0002,66028_0002,907,568,339,0,10,329,62.62,37.38,0,0,1.1,2.95,36.27,97.05
data/elections/regionales/regionales_2021_2eme_tour.csv,ministere_bv_csv,2021_regi_t2,2021,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0003,66028_0003,880,610,270,7,6,257,69.32,30.68,0.8,2.59,0.68,2.22,29.2,95.19
data/elections/regionales/regionales_2021_2eme_tour.csv,ministere_bv_csv,2021_regi_t2,2021,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0004,66028_0004,806,516,290,8,3,279,64.02,35.98,0.99,2.76,0.37,1.03,34.62,96.21
data/elections/regionales/regionales_2021_2eme_tour.csv,ministere_bv_csv,2021_regi_t2,2021,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0005,66028_0005,823,516,307,7,1,299,62.7,37.3,0.85,2.28,0.12,0.33,36.33,97.39
data/elections/regionales/regionales_2021_2eme_tour.csv,ministere_bv_csv,2021_regi_t2,2021,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0006,66028_0006,907,567,340,9,6,325,62.51,37.49,0.99,2.65,0.66,1.76,35.83,95.59
data/elections/regionales/regionales_2021_2eme_tour.csv,ministere_bv_csv,2021_regi_t2,2021,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0007,66028_0007,932,554,378,6,4,368,59.44,40.56,0.64,1.59,0.43,1.06,39.48,97.35
data/elections/regionales/regionales_2021_2eme_tour.csv,ministere_bv_csv,2021_regi_t2,2021,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0008,66028_0008,942,595,347,7,5,335,63.16,36.84,0.74,2.02,0.53,1.44,35.56,96.54
data/elections/regionales/regionales_2021_2eme_tour.csv,ministere_bv_csv,2021_regi_t2,2021,regionales,2,66,Pyrénées-Orientales,,,,,66028,Cabestany,0009,66028_0009,983,611,372,8,6,358,62.16,37.84,0.81,2.15,0.61,1.61,36.42,96.24
