commune_code,commune_name,table_code,theme,table_title,row_index,row_label,dimension_label,column_index,column_label,year,unit,value_raw,value_numeric,value_kind
66028,Cabestany,POP_T6,POP,"POP T6 - Population de 15 ans ou plus par sexe, âge et groupe socioprofessionnel actuel ou antérieur en 2022",5,Professions intermédiaires,Groupe socioprofessionnel | 15 à 24 ans,1,Hommes | 25 à 54 ans,,count_or_text,509,509,integer
66028,Cabestany,POP_T6,POP,"POP T6 - Population de 15 ans ou plus par sexe, âge et groupe socioprofessionnel actuel ou antérieur en 2022",5,Professions intermédiaires,Groupe socioprofessionnel | 15 à 24 ans,2,Femmes | 55 ans ou +,,count_or_text,671,671,integer
66028,Cabestany,POP_T6,POP,"POP T6 - Population de 15 ans ou plus par sexe, âge et groupe socioprofessionnel actuel ou antérieur en 2022",5,Professions intermédiaires,Groupe socioprofessionnel | 15 à 24 ans,3,Part en % de la population âgée de,,percent,"5,9",5.9,decimal
66028,Cabestany,POP_T6,POP,"POP T6 - Population de 15 ans ou plus par sexe, âge et groupe socioprofessionnel actuel ou antérieur en 2022",6,Employés,Groupe socioprofessionnel | 15 à 24 ans,1,Hommes | 25 à 54 ans,,count_or_text,322,322,integer
66028,Cabestany,POP_T6,POP,"POP T6 - Population de 15 ans ou plus par sexe, âge et groupe socioprofessionnel actuel ou antérieur en 2022",6,Employés,Groupe socioprofessionnel | 15 à 24 ans,2,Femmes | 55 ans ou +,,count_or_text,868,868,integer
66028,Cabestany,POP_T6,POP,"POP T6 - Population de 15 ans ou plus par sexe, âge et groupe socioprofessionnel actuel ou antérieur en 2022",6,Employés,Groupe socioprofessionnel | 15 à 24 ans,3,Part en % de la population âgée de,,percent,"14,4",14.4,decimal
66028,Cabestany,POP_T6,POP,"POP T6 - Population de 15 ans ou plus par sexe, âge et groupe socioprofessionnel actuel ou antérieur en 2022",7,Ouvriers,Groupe socioprofessionnel | 15 à 24 ans,1,Hommes | 25 à 54 ans,,count_or_text,602,602,integer
66028,Cabestany,POP_T6,POP,"POP T6 - Population de 15 ans ou plus par sexe, âge et groupe socioprofessionnel actuel ou antérieur en 2022",7,Ouvriers,Groupe socioprofessionnel | 15 à 24 ans,2,Femmes | 55 ans ou +,,count_or_text,110,110,integer
66028,Cabestany,POP_T6,POP,"POP T6 - Population de 15 ans ou plus par sexe, âge et groupe socioprofessionnel actuel ou antérieur en 2022",7,Ouvriers,Groupe socioprofessionnel | 15 à 24 ans,3,Part en % de la population âgée de,,percent,"12,1",12.1,decimal
66028,Cabestany,POP_T6,POP,"POP T6 - Population de 15 ans ou plus par sexe, âge et groupe socioprofessionnel actuel ou antérieur en 2022",8,Retraités,Groupe socioprofessionnel | 15 à 24 ans,1,Hommes | 25 à 54 ans,,count_or_text,1 408,1408,integer
66028,Cabestany,POP_T6,POP,"POP T6 - Population de 15 ans ou plus par sexe, âge et groupe socioprofessionnel actuel ou antérieur en 2022",8,Retraités,Groupe socioprofessionnel | 15 à 24 ans,2,Femmes | 55 ans ou +,,count_or_text,1 740,1740,integer
66028,Cabestany,POP_T6,POP,"POP T6 - Population de 15 ans ou plus par sexe, âge et groupe socioprofessionnel actuel ou antérieur en 2022",8,Retraités,Groupe socioprofessionnel | 15 à 24 ans,3,Part en % de la population âgée de,,percent,"0,0",0.0,decimal
66028,Cabestany,POP_T6,POP,"POP T6 - Population de 15 ans ou plus par sexe, âge et groupe socioprofessionnel actuel ou antérieur en 2022",9,Autres personnes sans activité professionnelle,Groupe socioprofessionnel | 15 à 24 ans,1,Hommes | 25 à 54 ans,,count_or_text,477,477,integer
66028,Cabestany,POP_T6,POP,"POP T6 - Population de 15 ans ou plus par sexe, âge et groupe socioprofessionnel actuel ou antérieur en 2022",9,Autres personnes sans activité professionnelle,Groupe socioprofessionnel | 15 à 24 ans,2,Femmes | 55 ans ou +,,count_or_text,836,836,integer
66028,Cabestany,POP_T6,POP,"POP T6 - Population de 15 ans ou plus par sexe, âge et groupe socioprofessionnel actuel ou antérieur en 2022",9,Autres personnes sans activité professionnelle,Groupe socioprofessionnel | 15 à 24 ans,3,Part en % de la population âgée de,,percent,"66,5",66.5,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,1,,,0,Type de ménages | 2011,2011,count_or_text,Ensemble,,text
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,1,,,1,Nombre de ménages | %,,percent,3 831,3831,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,1,,,2,Population des ménages | 2016,2016,count_or_text,"100,0",100.0,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,1,,,3,%,,percent,4 236,4236,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,1,,,4,2022,2022,count_or_text,"100,0",100.0,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,1,,,5,%,,percent,4 696,4696,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,1,,,6,2011,2011,count_or_text,"100,0",100.0,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,1,,,7,2016,2016,count_or_text,9 119,9119,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,1,,,8,2022,2022,count_or_text,9 609,9609,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,2,,,0,Type de ménages | 2011,2011,count_or_text,Ménages d'une personne,,text
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,2,,,1,Nombre de ménages | %,,percent,936,936,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,2,,,2,Population des ménages | 2016,2016,count_or_text,"24,4",24.4,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,2,,,3,%,,percent,1 182,1182,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,2,,,4,2022,2022,count_or_text,"27,9",27.9,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,2,,,5,%,,percent,1 559,1559,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,2,,,6,2011,2011,count_or_text,"33,2",33.2,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,2,,,7,2016,2016,count_or_text,936,936,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,2,,,8,2022,2022,count_or_text,1 182,1182,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,3,,,0,Type de ménages | 2011,2011,count_or_text,Hommes seuls,,text
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,3,,,1,Nombre de ménages | %,,percent,320,320,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,3,,,2,Population des ménages | 2016,2016,count_or_text,"8,4",8.4,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,3,,,3,%,,percent,370,370,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,3,,,4,2022,2022,count_or_text,"8,7",8.7,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,3,,,5,%,,percent,547,547,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,3,,,6,2011,2011,count_or_text,"11,7",11.7,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,3,,,7,2016,2016,count_or_text,320,320,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,3,,,8,2022,2022,count_or_text,370,370,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,4,,,0,Type de ménages | 2011,2011,count_or_text,Femmes seules,,text
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,4,,,1,Nombre de ménages | %,,percent,615,615,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,4,,,2,Population des ménages | 2016,2016,count_or_text,"16,1",16.1,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,4,,,3,%,,percent,812,812,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,4,,,4,2022,2022,count_or_text,"19,2",19.2,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,4,,,5,%,,percent,1 012,1012,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,4,,,6,2011,2011,count_or_text,"21,5",21.5,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,4,,,7,2016,2016,count_or_text,615,615,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,4,,,8,2022,2022,count_or_text,812,812,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,5,,,0,Type de ménages | 2011,2011,count_or_text,Autres ménages sans famille,,text
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,5,,,1,Nombre de ménages | %,,percent,57,57,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,5,,,2,Population des ménages | 2016,2016,count_or_text,"1,5",1.5,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,5,,,3,%,,percent,51,51,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,5,,,4,2022,2022,count_or_text,"1,2",1.2,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,5,,,5,%,,percent,57,57,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,5,,,6,2011,2011,count_or_text,"1,2",1.2,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,5,,,7,2016,2016,count_or_text,130,130,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,5,,,8,2022,2022,count_or_text,116,116,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,6,,,0,Type de ménages | 2011,2011,count_or_text,Ménages avec famille(s) dont la famille principale est :,,text
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,6,,,1,Nombre de ménages | %,,percent,2 838,2838,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,6,,,2,Population des ménages | 2016,2016,count_or_text,"74,1",74.1,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,6,,,3,%,,percent,3 004,3004,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,6,,,4,2022,2022,count_or_text,"70,9",70.9,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,6,,,5,%,,percent,3 081,3081,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,6,,,6,2011,2011,count_or_text,"65,6",65.6,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,6,,,7,2016,2016,count_or_text,8 053,8053,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,6,,,8,2022,2022,count_or_text,8 311,8311,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,7,,,0,Type de ménages | 2011,2011,count_or_text,Un couple sans enfant,,text
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,7,,,1,Nombre de ménages | %,,percent,1 330,1330,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,7,,,2,Population des ménages | 2016,2016,count_or_text,"34,7",34.7,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,7,,,3,%,,percent,1 344,1344,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,7,,,4,2022,2022,count_or_text,"31,7",31.7,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,7,,,5,%,,percent,1 423,1423,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,7,,,6,2011,2011,count_or_text,"30,3",30.3,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,7,,,7,2016,2016,count_or_text,2 785,2785,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,7,,,8,2022,2022,count_or_text,2 742,2742,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,8,,,0,Type de ménages | 2011,2011,count_or_text,Un couple avec enfant(s),,text
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,8,,,1,Nombre de ménages | %,,percent,1 106,1106,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,8,,,2,Population des ménages | 2016,2016,count_or_text,"28,9",28.9,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,8,,,3,%,,percent,1 086,1086,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,8,,,4,2022,2022,count_or_text,"25,6",25.6,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,8,,,5,%,,percent,1 067,1067,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,8,,,6,2011,2011,count_or_text,"22,7",22.7,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,8,,,7,2016,2016,count_or_text,4 236,4236,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,8,,,8,2022,2022,count_or_text,4 126,4126,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,9,,,0,Type de ménages | 2011,2011,count_or_text,Une famille monoparentale,,text
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,9,,,1,Nombre de ménages | %,,percent,403,403,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,9,,,2,Population des ménages | 2016,2016,count_or_text,"10,5",10.5,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,9,,,3,%,,percent,575,575,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,9,,,4,2022,2022,count_or_text,"13,6",13.6,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,9,,,5,%,,percent,590,590,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,9,,,6,2011,2011,count_or_text,"12,6",12.6,decimal
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,9,,,7,2016,2016,count_or_text,1 032,1032,integer
66028,Cabestany,FAM_T1,FAM,FAM T1 - Ménages selon leur composition,9,,,8,2022,2022,count_or_text,1 443,1443,integer
66028,Cabestany,FAM_G1,FAM,FAM G1 - Évolution de la taille des ménages en historique depuis 1968,1,,,0,,,count_or_text,Nombre moyen d'occupants par résidence principale,,text
66028,Cabestany,FAM_G1,FAM,FAM G1 - Évolution de la taille des ménages en historique depuis 1968,1,,,1,1968(*),1968,count_or_text,"3,16",3.16,decimal
66028,Cabestany,FAM_G1,FAM,FAM G1 - Évolution de la taille des ménages en historique depuis 1968,1,,,2,1975(*),1975,count_or_text,"3,39",3.39,decimal
66028,Cabestany,FAM_G1,FAM,FAM G1 - Évolution de la taille des ménages en historique depuis 1968,1,,,3,1982,1982,count_or_text,"3,27",3.27,decimal
66028,Cabestany,FAM_G1,FAM,FAM G1 - Évolution de la taille des ménages en historique depuis 1968,1,,,4,1990,1990,count_or_text,"2,96",2.96,decimal
66028,Cabestany,FAM_G1,FAM,FAM G1 - Évolution de la taille des ménages en historique depuis 1968,1,,,5,1999,1999,count_or_text,"2,59",2.59,decimal
66028,Cabestany,FAM_G1,FAM,FAM G1 - Évolution de la taille des ménages en historique depuis 1968,1,,,6,2006,2006,count_or_text,"2,40",2.40,decimal
66028,Cabestany,FAM_G1,FAM,FAM G1 - Évolution de la taille des ménages en historique depuis 1968,1,,,7,2011,2011,count_or_text,"2,37",2.37,decimal
66028,Cabestany,FAM_G1,FAM,FAM G1 - Évolution de la taille des ménages en historique depuis 1968,1,,,8,2016,2016,count_or_text,"2,27",2.27,decimal
66028,Cabestany,FAM_G1,FAM,FAM G1 - Évolution de la taille des ménages en historique depuis 1968,1,,,9,2022,2022,count_or_text,"2,16",2.16,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,1,,,0,,,count_or_text,15 à 19 ans,,text
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,1,,,1,2011,2011,count_or_text,"0,4",0.4,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,1,,,2,2016,2016,count_or_text,"0,4",0.4,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,1,,,3,2022,2022,count_or_text,"1,1",1.1,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,2,,,0,,,count_or_text,20 à 24 ans,,text
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,2,,,1,2011,2011,count_or_text,"7,0",7.0,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,2,,,2,2016,2016,count_or_text,"7,7",7.7,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,2,,,3,2022,2022,count_or_text,"9,6",9.6,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,3,,,0,,,count_or_text,25 à 39 ans,,text
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,3,,,1,2011,2011,count_or_text,"6,8",6.8,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,3,,,2,2016,2016,count_or_text,"8,3",8.3,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,3,,,3,2022,2022,count_or_text,"12,5",12.5,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,4,,,0,,,count_or_text,40 à 54 ans,,text
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,4,,,1,2011,2011,count_or_text,"8,7",8.7,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,4,,,2,2016,2016,count_or_text,"11,0",11.0,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,4,,,3,2022,2022,count_or_text,"11,8",11.8,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,5,,,0,,,count_or_text,55 à 64 ans,,text
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,5,,,1,2011,2011,count_or_text,"14,3",14.3,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,5,,,2,2016,2016,count_or_text,"15,9",15.9,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,5,,,3,2022,2022,count_or_text,"21,6",21.6,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,6,,,0,,,count_or_text,65 à 79 ans,,text
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,6,,,1,2011,2011,count_or_text,"18,0",18.0,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,6,,,2,2016,2016,count_or_text,"20,2",20.2,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,6,,,3,2022,2022,count_or_text,"24,5",24.5,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,7,,,0,,,count_or_text,80 ans ou plus,,text
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,7,,,1,2011,2011,count_or_text,"39,9",39.9,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,7,,,2,2016,2016,count_or_text,"39,8",39.8,decimal
66028,Cabestany,FAM_G2,FAM,FAM G2 - Personnes de 15 ans ou plus vivant seules selon l'âge - population des ménages,7,,,3,2022,2022,count_or_text,"40,3",40.3,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,1,,,0,,,count_or_text,15 à 19 ans,,text
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,1,,,1,2011,2011,count_or_text,"1,1",1.1,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,1,,,2,2016,2016,count_or_text,"0,5",0.5,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,1,,,3,2022,2022,count_or_text,"1,3",1.3,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,2,,,0,,,count_or_text,20 à 24 ans,,text
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,2,,,1,2011,2011,count_or_text,"18,7",18.7,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,2,,,2,2016,2016,count_or_text,"16,8",16.8,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,2,,,3,2022,2022,count_or_text,"14,7",14.7,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,3,,,0,,,count_or_text,25 à 39 ans,,text
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,3,,,1,2011,2011,count_or_text,"73,9",73.9,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,3,,,2,2016,2016,count_or_text,"72,3",72.3,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,3,,,3,2022,2022,count_or_text,"63,6",63.6,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,4,,,0,,,count_or_text,40 à 54 ans,,text
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,4,,,1,2011,2011,count_or_text,"73,8",73.8,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,4,,,2,2016,2016,count_or_text,"70,3",70.3,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,4,,,3,2022,2022,count_or_text,"71,9",71.9,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,5,,,0,,,count_or_text,55 à 64 ans,,text
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,5,,,1,2011,2011,count_or_text,"78,8",78.8,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,5,,,2,2016,2016,count_or_text,"76,7",76.7,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,5,,,3,2022,2022,count_or_text,"69,7",69.7,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,6,,,0,,,count_or_text,65 à 79 ans,,text
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,6,,,1,2011,2011,count_or_text,"76,0",76.0,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,6,,,2,2016,2016,count_or_text,"74,4",74.4,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,6,,,3,2022,2022,count_or_text,"72,2",72.2,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,7,,,0,,,count_or_text,80 ans ou plus,,text
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,7,,,1,2011,2011,count_or_text,"41,7",41.7,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,7,,,2,2016,2016,count_or_text,"45,6",45.6,decimal
66028,Cabestany,FAM_G3,FAM,FAM G3 - Personnes de 15 ans ou plus déclarant vivre en couple selon l'âge,7,,,3,2022,2022,count_or_text,"49,5",49.5,decimal
66028,Cabestany,FAM_G4,FAM,FAM G4 - Statut conjugal des personnes de 15 ans ou plus en 2022,1,,,0,,,count_or_text,Marié(e),,text
66028,Cabestany,FAM_G4,FAM,FAM G4 - Statut conjugal des personnes de 15 ans ou plus en 2022,1,,,1,%,,percent,"46,7",46.7,decimal
66028,Cabestany,FAM_G4,FAM,FAM G4 - Statut conjugal des personnes de 15 ans ou plus en 2022,2,,,0,,,count_or_text,Pacsé(e),,text
66028,Cabestany,FAM_G4,FAM,FAM G4 - Statut conjugal des personnes de 15 ans ou plus en 2022,2,,,1,%,,percent,"5,5",5.5,decimal
66028,Cabestany,FAM_G4,FAM,FAM G4 - Statut conjugal des personnes de 15 ans ou plus en 2022,3,,,0,,,count_or_text,En concubinage ou union libre,,text
66028,Cabestany,FAM_G4,FAM,FAM G4 - Statut conjugal des personnes de 15 ans ou plus en 2022,3,,,1,%,,percent,"8,3",8.3,decimal
66028,Cabestany,FAM_G4,FAM,FAM G4 - Statut conjugal des personnes de 15 ans ou plus en 2022,4,,,0,,,count_or_text,"Veuf, veuve",,text
66028,Cabestany,FAM_G4,FAM,FAM G4 - Statut conjugal des personnes de 15 ans ou plus en 2022,4,,,1,%,,percent,"8,5",8.5,decimal
