commune_code,commune_name,table_code,theme,table_title,row_index,row_label,dimension_label,column_index,column_label,year,unit,value_raw,value_numeric,value_kind
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,1,Ensemble,Âge,1,2011,2011,count_or_text,9 199,9199,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,1,Ensemble,Âge,2,%,,percent,"100,0",100.0,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,1,Ensemble,Âge,3,2016,2016,count_or_text,9 821,9821,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,1,Ensemble,Âge,4,%,,percent,"100,0",100.0,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,1,Ensemble,Âge,5,2022,2022,count_or_text,10 414,10414,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,1,Ensemble,Âge,6,%,,percent,"100,0",100.0,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,2,0 à 14 ans,Âge,1,2011,2011,count_or_text,1 613,1613,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,2,0 à 14 ans,Âge,2,%,,percent,"17,5",17.5,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,2,0 à 14 ans,Âge,3,2016,2016,count_or_text,1 741,1741,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,2,0 à 14 ans,Âge,4,%,,percent,"17,7",17.7,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,2,0 à 14 ans,Âge,5,2022,2022,count_or_text,1 738,1738,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,2,0 à 14 ans,Âge,6,%,,percent,"16,7",16.7,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,3,15 à 29 ans,Âge,1,2011,2011,count_or_text,1 237,1237,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,3,15 à 29 ans,Âge,2,%,,percent,"13,4",13.4,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,3,15 à 29 ans,Âge,3,2016,2016,count_or_text,1 262,1262,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,3,15 à 29 ans,Âge,4,%,,percent,"12,8",12.8,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,3,15 à 29 ans,Âge,5,2022,2022,count_or_text,1 375,1375,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,3,15 à 29 ans,Âge,6,%,,percent,"13,2",13.2,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,4,30 à 44 ans,Âge,1,2011,2011,count_or_text,1 678,1678,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,4,30 à 44 ans,Âge,2,%,,percent,"18,2",18.2,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,4,30 à 44 ans,Âge,3,2016,2016,count_or_text,1 691,1691,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,4,30 à 44 ans,Âge,4,%,,percent,"17,2",17.2,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,4,30 à 44 ans,Âge,5,2022,2022,count_or_text,1 550,1550,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,4,30 à 44 ans,Âge,6,%,,percent,"14,9",14.9,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,5,45 à 59 ans,Âge,1,2011,2011,count_or_text,1 781,1781,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,5,45 à 59 ans,Âge,2,%,,percent,"19,4",19.4,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,5,45 à 59 ans,Âge,3,2016,2016,count_or_text,1 888,1888,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,5,45 à 59 ans,Âge,4,%,,percent,"19,2",19.2,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,5,45 à 59 ans,Âge,5,2022,2022,count_or_text,2 158,2158,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,5,45 à 59 ans,Âge,6,%,,percent,"20,7",20.7,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,6,60 à 74 ans,Âge,1,2011,2011,count_or_text,1 855,1855,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,6,60 à 74 ans,Âge,2,%,,percent,"20,2",20.2,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,6,60 à 74 ans,Âge,3,2016,2016,count_or_text,1 958,1958,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,6,60 à 74 ans,Âge,4,%,,percent,"19,9",19.9,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,6,60 à 74 ans,Âge,5,2022,2022,count_or_text,2 036,2036,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,6,60 à 74 ans,Âge,6,%,,percent,"19,6",19.6,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,7,75 ans ou plus,Âge,1,2011,2011,count_or_text,1 035,1035,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,7,75 ans ou plus,Âge,2,%,,percent,"11,3",11.3,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,7,75 ans ou plus,Âge,3,2016,2016,count_or_text,1 282,1282,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,7,75 ans ou plus,Âge,4,%,,percent,"13,1",13.1,decimal
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,7,75 ans ou plus,Âge,5,2022,2022,count_or_text,1 557,1557,integer
66028,Cabestany,POP_T0,POP,POP T0 - Population par grandes tranches d'âges,7,75 ans ou plus,Âge,6,%,,percent,"15,0",15.0,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,1,,,0,,,count_or_text,0 à 14 ans,,text
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,1,,,1,2011,2011,count_or_text,"17,5",17.5,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,1,,,2,2016,2016,count_or_text,"17,7",17.7,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,1,,,3,2022,2022,count_or_text,"16,7",16.7,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,2,,,0,,,count_or_text,15 à 29 ans,,text
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,2,,,1,2011,2011,count_or_text,"13,4",13.4,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,2,,,2,2016,2016,count_or_text,"12,8",12.8,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,2,,,3,2022,2022,count_or_text,"13,2",13.2,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,3,,,0,,,count_or_text,30 à 44 ans,,text
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,3,,,1,2011,2011,count_or_text,"18,2",18.2,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,3,,,2,2016,2016,count_or_text,"17,2",17.2,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,3,,,3,2022,2022,count_or_text,"14,9",14.9,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,4,,,0,,,count_or_text,45 à 59 ans,,text
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,4,,,1,2011,2011,count_or_text,"19,4",19.4,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,4,,,2,2016,2016,count_or_text,"19,2",19.2,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,4,,,3,2022,2022,count_or_text,"20,7",20.7,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,5,,,0,,,count_or_text,60 à 74 ans,,text
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,5,,,1,2011,2011,count_or_text,"20,2",20.2,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,5,,,2,2016,2016,count_or_text,"19,9",19.9,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,5,,,3,2022,2022,count_or_text,"19,6",19.6,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,6,,,0,,,count_or_text,75 ans ou +,,text
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,6,,,1,2011,2011,count_or_text,"11,3",11.3,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,6,,,2,2016,2016,count_or_text,"13,1",13.1,decimal
66028,Cabestany,POP_G2,POP,POP G2 - Population par grandes tranches d'âges,6,,,3,2022,2022,count_or_text,"15,0",15.0,decimal
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,1,Population,Population et densité,1,1968(*),1968,count_or_text,1 346,1346,integer
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,1,Population,Population et densité,2,1975(*),1975,count_or_text,3 390,3390,integer
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,1,Population,Population et densité,3,1982,1982,count_or_text,6 221,6221,integer
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,1,Population,Population et densité,4,1990,1990,count_or_text,7 513,7513,integer
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,1,Population,Population et densité,5,1999,1999,count_or_text,8 259,8259,integer
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,1,Population,Population et densité,6,2006,2006,count_or_text,8 360,8360,integer
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,1,Population,Population et densité,7,2011,2011,count_or_text,9 199,9199,integer
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,1,Population,Population et densité,8,2016,2016,count_or_text,9 821,9821,integer
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,1,Population,Population et densité,9,2022,2022,count_or_text,10 414,10414,integer
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,2,Densité moyenne (hab/km²),Population et densité,1,1968(*),1968,count_or_text,"129,2",129.2,decimal
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,2,Densité moyenne (hab/km²),Population et densité,2,1975(*),1975,count_or_text,"325,3",325.3,decimal
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,2,Densité moyenne (hab/km²),Population et densité,3,1982,1982,count_or_text,"597,0",597.0,decimal
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,2,Densité moyenne (hab/km²),Population et densité,4,1990,1990,count_or_text,"721,0",721.0,decimal
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,2,Densité moyenne (hab/km²),Population et densité,5,1999,1999,count_or_text,"792,6",792.6,decimal
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,2,Densité moyenne (hab/km²),Population et densité,6,2006,2006,count_or_text,"802,3",802.3,decimal
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,2,Densité moyenne (hab/km²),Population et densité,7,2011,2011,count_or_text,"882,8",882.8,decimal
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,2,Densité moyenne (hab/km²),Population et densité,8,2016,2016,count_or_text,"942,5",942.5,decimal
66028,Cabestany,POP_T1,POP,POP T1 - Population en historique depuis 1968,2,Densité moyenne (hab/km²),Population et densité,9,2022,2022,count_or_text,"999,4",999.4,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,1,Variation annuelle moyenne de la population en %,Indicateurs démographiques,1,1968 à 1975,1968,count_or_text,"14,2",14.2,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,1,Variation annuelle moyenne de la population en %,Indicateurs démographiques,2,1975 à 1982,1975,count_or_text,"9,0",9.0,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,1,Variation annuelle moyenne de la population en %,Indicateurs démographiques,3,1982 à 1990,1982,count_or_text,"2,4",2.4,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,1,Variation annuelle moyenne de la population en %,Indicateurs démographiques,4,1990 à 1999,1990,count_or_text,"1,1",1.1,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,1,Variation annuelle moyenne de la population en %,Indicateurs démographiques,5,1999 à 2006,1999,count_or_text,"0,2",0.2,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,1,Variation annuelle moyenne de la population en %,Indicateurs démographiques,6,2006 à 2011,2006,count_or_text,"1,9",1.9,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,1,Variation annuelle moyenne de la population en %,Indicateurs démographiques,7,2011 à 2016,2011,count_or_text,"1,3",1.3,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,1,Variation annuelle moyenne de la population en %,Indicateurs démographiques,8,2016 à 2022,2016,count_or_text,"1,0",1.0,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,2,due au solde naturel en %,Indicateurs démographiques,1,1968 à 1975,1968,count_or_text,"0,3",0.3,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,2,due au solde naturel en %,Indicateurs démographiques,2,1975 à 1982,1975,count_or_text,"0,2",0.2,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,2,due au solde naturel en %,Indicateurs démographiques,3,1982 à 1990,1982,count_or_text,"0,2",0.2,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,2,due au solde naturel en %,Indicateurs démographiques,4,1990 à 1999,1990,count_or_text,"0,2",0.2,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,2,due au solde naturel en %,Indicateurs démographiques,5,1999 à 2006,1999,count_or_text,"–0,2",,text
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,2,due au solde naturel en %,Indicateurs démographiques,6,2006 à 2011,2006,count_or_text,"–0,2",,text
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,2,due au solde naturel en %,Indicateurs démographiques,7,2011 à 2016,2011,count_or_text,"–0,1",,text
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,2,due au solde naturel en %,Indicateurs démographiques,8,2016 à 2022,2016,count_or_text,"–0,5",,text
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,3,due au solde apparent des entrées sorties en %,Indicateurs démographiques,1,1968 à 1975,1968,count_or_text,"13,8",13.8,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,3,due au solde apparent des entrées sorties en %,Indicateurs démographiques,2,1975 à 1982,1975,count_or_text,"8,8",8.8,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,3,due au solde apparent des entrées sorties en %,Indicateurs démographiques,3,1982 à 1990,1982,count_or_text,"2,2",2.2,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,3,due au solde apparent des entrées sorties en %,Indicateurs démographiques,4,1990 à 1999,1990,count_or_text,"0,9",0.9,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,3,due au solde apparent des entrées sorties en %,Indicateurs démographiques,5,1999 à 2006,1999,count_or_text,"0,4",0.4,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,3,due au solde apparent des entrées sorties en %,Indicateurs démographiques,6,2006 à 2011,2006,count_or_text,"2,1",2.1,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,3,due au solde apparent des entrées sorties en %,Indicateurs démographiques,7,2011 à 2016,2011,count_or_text,"1,4",1.4,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,3,due au solde apparent des entrées sorties en %,Indicateurs démographiques,8,2016 à 2022,2016,count_or_text,"1,5",1.5,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,4,Taux de natalité (‰),Indicateurs démographiques,1,1968 à 1975,1968,count_or_text,"13,8",13.8,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,4,Taux de natalité (‰),Indicateurs démographiques,2,1975 à 1982,1975,count_or_text,"9,4",9.4,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,4,Taux de natalité (‰),Indicateurs démographiques,3,1982 à 1990,1982,count_or_text,"7,6",7.6,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,4,Taux de natalité (‰),Indicateurs démographiques,4,1990 à 1999,1990,count_or_text,"9,3",9.3,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,4,Taux de natalité (‰),Indicateurs démographiques,5,1999 à 2006,1999,count_or_text,"8,3",8.3,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,4,Taux de natalité (‰),Indicateurs démographiques,6,2006 à 2011,2006,count_or_text,"8,8",8.8,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,4,Taux de natalité (‰),Indicateurs démographiques,7,2011 à 2016,2011,count_or_text,"8,9",8.9,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,4,Taux de natalité (‰),Indicateurs démographiques,8,2016 à 2022,2016,count_or_text,"6,3",6.3,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,5,Taux de mortalité (‰),Indicateurs démographiques,1,1968 à 1975,1968,count_or_text,"10,4",10.4,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,5,Taux de mortalité (‰),Indicateurs démographiques,2,1975 à 1982,1975,count_or_text,"7,4",7.4,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,5,Taux de mortalité (‰),Indicateurs démographiques,3,1982 à 1990,1982,count_or_text,"5,9",5.9,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,5,Taux de mortalité (‰),Indicateurs démographiques,4,1990 à 1999,1990,count_or_text,"7,3",7.3,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,5,Taux de mortalité (‰),Indicateurs démographiques,5,1999 à 2006,1999,count_or_text,"10,4",10.4,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,5,Taux de mortalité (‰),Indicateurs démographiques,6,2006 à 2011,2006,count_or_text,"10,4",10.4,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,5,Taux de mortalité (‰),Indicateurs démographiques,7,2011 à 2016,2011,count_or_text,"10,2",10.2,decimal
66028,Cabestany,POP_T2M,POP,POP T2M - Indicateurs démographiques en historique depuis 1968,5,Taux de mortalité (‰),Indicateurs démographiques,8,2016 à 2022,2016,count_or_text,"11,3",11.3,decimal
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,1,Ensemble,Âge,1,Hommes,,count_or_text,4 858,4858,integer
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,1,Ensemble,Âge,2,%,,percent,"100,0",100.0,decimal
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,1,Ensemble,Âge,3,Femmes,,count_or_text,5 556,5556,integer
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,1,Ensemble,Âge,4,%,,percent,"100,0",100.0,decimal
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,2,0 à 14 ans,Âge,1,Hommes,,count_or_text,873,873,integer
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,2,0 à 14 ans,Âge,2,%,,percent,"18,0",18.0,decimal
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,2,0 à 14 ans,Âge,3,Femmes,,count_or_text,865,865,integer
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,2,0 à 14 ans,Âge,4,%,,percent,"15,6",15.6,decimal
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,3,15 à 29 ans,Âge,1,Hommes,,count_or_text,720,720,integer
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,3,15 à 29 ans,Âge,2,%,,percent,"14,8",14.8,decimal
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,3,15 à 29 ans,Âge,3,Femmes,,count_or_text,655,655,integer
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,3,15 à 29 ans,Âge,4,%,,percent,"11,8",11.8,decimal
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,4,30 à 44 ans,Âge,1,Hommes,,count_or_text,701,701,integer
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,4,30 à 44 ans,Âge,2,%,,percent,"14,4",14.4,decimal
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,4,30 à 44 ans,Âge,3,Femmes,,count_or_text,848,848,integer
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,4,30 à 44 ans,Âge,4,%,,percent,"15,3",15.3,decimal
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,5,45 à 59 ans,Âge,1,Hommes,,count_or_text,1 006,1006,integer
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,5,45 à 59 ans,Âge,2,%,,percent,"20,7",20.7,decimal
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,5,45 à 59 ans,Âge,3,Femmes,,count_or_text,1 152,1152,integer
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,5,45 à 59 ans,Âge,4,%,,percent,"20,7",20.7,decimal
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,6,60 à 74 ans,Âge,1,Hommes,,count_or_text,927,927,integer
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,6,60 à 74 ans,Âge,2,%,,percent,"19,1",19.1,decimal
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,6,60 à 74 ans,Âge,3,Femmes,,count_or_text,1 109,1109,integer
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,6,60 à 74 ans,Âge,4,%,,percent,"20,0",20.0,decimal
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,7,75 à 89 ans,Âge,1,Hommes,,count_or_text,555,555,integer
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,7,75 à 89 ans,Âge,2,%,,percent,"11,4",11.4,decimal
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,7,75 à 89 ans,Âge,3,Femmes,,count_or_text,790,790,integer
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,7,75 à 89 ans,Âge,4,%,,percent,"14,2",14.2,decimal
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,8,90 ans ou plus,Âge,1,Hommes,,count_or_text,75,75,integer
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,8,90 ans ou plus,Âge,2,%,,percent,"1,5",1.5,decimal
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,8,90 ans ou plus,Âge,3,Femmes,,count_or_text,137,137,integer
66028,Cabestany,POP_T3,POP,POP T3 - Population par sexe et âge en 2022,8,90 ans ou plus,Âge,4,%,,percent,"2,5",2.5,decimal
66028,Cabestany,POP_T3bis,POP,POP T3bis - Population par sexe et âge en 2022,1,Ensemble,Âge,1,Hommes,,count_or_text,4 858,4858,integer
66028,Cabestany,POP_T3bis,POP,POP T3bis - Population par sexe et âge en 2022,1,Ensemble,Âge,2,%,,percent,"100,0",100.0,decimal
66028,Cabestany,POP_T3bis,POP,POP T3bis - Population par sexe et âge en 2022,1,Ensemble,Âge,3,Femmes,,count_or_text,5 556,5556,integer
66028,Cabestany,POP_T3bis,POP,POP T3bis - Population par sexe et âge en 2022,1,Ensemble,Âge,4,%,,percent,"100,0",100.0,decimal
66028,Cabestany,POP_T3bis,POP,POP T3bis - Population par sexe et âge en 2022,2,0 à 19 ans,Âge,1,Hommes,,count_or_text,1 213,1213,integer
66028,Cabestany,POP_T3bis,POP,POP T3bis - Population par sexe et âge en 2022,2,0 à 19 ans,Âge,2,%,,percent,"25,0",25.0,decimal
66028,Cabestany,POP_T3bis,POP,POP T3bis - Population par sexe et âge en 2022,2,0 à 19 ans,Âge,3,Femmes,,count_or_text,1 184,1184,integer
66028,Cabestany,POP_T3bis,POP,POP T3bis - Population par sexe et âge en 2022,2,0 à 19 ans,Âge,4,%,,percent,"21,3",21.3,decimal
66028,Cabestany,POP_T3bis,POP,POP T3bis - Population par sexe et âge en 2022,3,20 à 64 ans,Âge,1,Hommes,,count_or_text,2 386,2386,integer
66028,Cabestany,POP_T3bis,POP,POP T3bis - Population par sexe et âge en 2022,3,20 à 64 ans,Âge,2,%,,percent,"49,1",49.1,decimal
66028,Cabestany,POP_T3bis,POP,POP T3bis - Population par sexe et âge en 2022,3,20 à 64 ans,Âge,3,Femmes,,count_or_text,2 693,2693,integer
66028,Cabestany,POP_T3bis,POP,POP T3bis - Population par sexe et âge en 2022,3,20 à 64 ans,Âge,4,%,,percent,"48,5",48.5,decimal
66028,Cabestany,POP_T3bis,POP,POP T3bis - Population par sexe et âge en 2022,4,65 ans ou plus,Âge,1,Hommes,,count_or_text,1 258,1258,integer
66028,Cabestany,POP_T3bis,POP,POP T3bis - Population par sexe et âge en 2022,4,65 ans ou plus,Âge,2,%,,percent,"25,9",25.9,decimal
66028,Cabestany,POP_T3bis,POP,POP T3bis - Population par sexe et âge en 2022,4,65 ans ou plus,Âge,3,Femmes,,count_or_text,1 679,1679,integer
66028,Cabestany,POP_T3bis,POP,POP T3bis - Population par sexe et âge en 2022,4,65 ans ou plus,Âge,4,%,,percent,"30,2",30.2,decimal
